mca_registration,gstin,cin,iso_certification,pan_number,tan_number,msme_registration,shop_license,import_export_code,professional_tax,website_quality,domain_age,ssl_certificate,linkedin_profile,glassdoor_reviews,employee_count,turnover,contact_number,office_address,epf_registration,website_quality_dup,email_domain,linkedin_activity,scam_reports,job_platform,salary_realism,upfront_payment,description_quality,interview_process,comm_channels,has_company_logo,has_questions,social_media,employee_reviews,physical_address,epf_registration_dup,fssai_license,sebi_approval,description,fraudulent
No,None,None,No,No,No,No,Yes,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,None,LinkedIn,Realistic,No,Average,Phone,Email,Yes,Has Questions,Active,None,Present,Yes,None,No,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,Yes,None,Yes,No,No,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Few,LinkedIn,High,No,Good,Phone,WhatsApp,No,Has Questions,Inactive,None,Present,Yes,No,None,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,None,None,None,None,No,No,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,Few,Indeed,High,Yes,Good,None,Email,No,Has Questions,Inactive,Positive,None,No,None,No,Looking for software engineer with 2+ years experience in python and django,1
None,No,None,None,Yes,Yes,None,No,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Active,Many,WhatsApp,Low,No,Poor,Phone,Email,No,Has Questions,Inactive,Positive,Present,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,0
No,None,Yes,None,Yes,None,None,Yes,No,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,None,Naukri,Realistic,No,Good,In-Person,Call,Yes,Has Questions,Active,Negative,None,No,Yes,No,Urgent requirement for developer. Apply now with resume,0
No,Yes,None,No,No,No,None,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,Few,WhatsApp,High,Yes,Good,Video,Telegram,Yes,Has Questions,Active,Positive,Present,No,No,No,Job opening in finance. CA preferred. Salary competitive,0
Yes,None,None,None,None,No,No,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,Many,Indeed,High,No,Average,In-Person,Call,Yes,Has Questions,Inactive,Negative,Present,No,No,No,Urgent requirement for developer. Apply now with resume,1
No,Yes,No,None,None,Yes,Yes,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,Many,LinkedIn,Realistic,No,Good,In-Person,Telegram,No,Has Questions,Inactive,Positive,None,Yes,None,Yes,Frontend developer required - html css js,1
Yes,None,None,None,Yes,Yes,Yes,None,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,Few,LinkedIn,Low,Yes,Good,Phone,WhatsApp,Yes,Has Questions,Active,None,Present,No,No,Yes,Frontend developer required - html css js,1
No,No,None,No,None,None,No,None,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,None,Indeed,High,Yes,Good,Video,Telegram,No,Has Questions,Inactive,Negative,None,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,No,No,Yes,None,No,None,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,None,LinkedIn,Realistic,Yes,Average,In-Person,Telegram,No,Has Questions,Inactive,None,None,No,None,Yes,Frontend developer required - html css js,0
No,No,No,No,Yes,None,None,None,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,None,WhatsApp,Low,Yes,Good,Phone,Email,No,Has Questions,Inactive,Negative,None,Yes,Yes,None,Frontend developer required - html css js,1
Yes,None,Yes,None,Yes,Yes,None,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Inactive,Few,Indeed,Low,No,Good,None,Telegram,No,Has Questions,Inactive,Negative,None,No,None,None,Frontend developer required - html css js,0
No,None,None,No,None,None,No,Yes,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Active,Many,LinkedIn,High,No,Average,In-Person,WhatsApp,Yes,Has Questions,Inactive,Positive,None,Yes,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
None,None,No,Yes,Yes,No,No,No,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,Many,Naukri,Low,No,Good,None,Telegram,No,Has Questions,Inactive,None,None,No,None,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,Yes,None,Yes,Yes,None,No,No,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,Many,LinkedIn,High,Yes,Good,In-Person,Call,No,Has Questions,Active,None,Present,Yes,No,None,Frontend developer required - html css js,0
Yes,No,None,Yes,None,No,None,Yes,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,None,Indeed,Realistic,Yes,Good,None,Call,Yes,Has Questions,Inactive,Negative,None,No,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,No,No,None,Yes,None,No,No,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Inactive,Few,WhatsApp,High,No,Good,None,Call,Yes,Has Questions,Active,Positive,None,No,No,No,Hiring marketing executive with good comm skills and sales experience,1
No,Yes,None,None,None,No,No,Yes,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Few,WhatsApp,Low,No,Good,None,Call,Yes,Has Questions,Inactive,None,None,Yes,None,Yes,Frontend developer required - html css js,0
No,Yes,None,None,No,None,No,No,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Active,Few,LinkedIn,Realistic,Yes,Poor,In-Person,WhatsApp,No,Has Questions,Inactive,Negative,None,No,Yes,None,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,No,Yes,No,No,Yes,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Active,Many,Telegram,Low,No,Poor,None,Telegram,No,Has Questions,Inactive,Positive,Present,Yes,None,None,Job opening in finance. CA preferred. Salary competitive,1
None,None,Yes,Yes,Yes,No,None,None,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Active,None,Naukri,Low,Yes,Poor,Phone,Email,Yes,Has Questions,Inactive,None,None,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
No,No,No,Yes,None,None,None,None,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Inactive,Many,Telegram,Low,No,Good,Phone,Call,Yes,Has Questions,Active,Negative,None,Yes,None,No,Hiring marketing executive with good comm skills and sales experience,0
None,Yes,None,Yes,Yes,Yes,None,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,None,Telegram,High,Yes,Good,Video,Telegram,Yes,Has Questions,Inactive,Positive,Present,No,Yes,Yes,Frontend developer required - html css js,0
None,Yes,None,None,None,No,No,None,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Few,WhatsApp,Realistic,No,Average,In-Person,Call,Yes,Has Questions,Inactive,Positive,Present,Yes,No,No,Hiring marketing executive with good comm skills and sales experience,0
None,No,No,No,No,No,No,No,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,Many,LinkedIn,High,Yes,Average,Video,Telegram,Yes,Has Questions,Inactive,None,Present,No,None,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,No,Yes,No,None,No,Yes,None,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,Few,Indeed,Realistic,No,Average,None,Email,No,Has Questions,Active,None,Present,Yes,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,No,No,None,No,None,No,Yes,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Many,Telegram,Low,Yes,Poor,In-Person,Telegram,Yes,Has Questions,Inactive,Positive,None,Yes,None,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,Yes,Yes,No,Yes,None,No,No,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Inactive,Few,Indeed,Low,Yes,Good,None,WhatsApp,Yes,Has Questions,Active,Negative,None,Yes,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
No,Yes,None,None,None,No,Yes,None,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Few,WhatsApp,Low,No,Average,None,Telegram,Yes,Has Questions,Active,None,None,Yes,No,None,Frontend developer required - html css js,0
None,Yes,None,No,Yes,No,None,Yes,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Inactive,Few,WhatsApp,Realistic,Yes,Average,None,Call,No,Has Questions,Active,Negative,Present,Yes,No,No,Job opening in finance. CA preferred. Salary competitive,0
No,No,Yes,None,No,None,No,No,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,None,Naukri,Low,Yes,Poor,None,WhatsApp,Yes,Has Questions,Active,Positive,None,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
None,None,None,Yes,No,None,Yes,Yes,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Many,Naukri,Low,No,Average,Phone,Call,Yes,Has Questions,Active,Negative,None,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,No,No,None,No,None,None,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Active,None,Naukri,Low,Yes,Good,In-Person,WhatsApp,Yes,Has Questions,Active,Negative,Present,Yes,No,None,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,No,No,No,Yes,No,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,Few,Indeed,Low,No,Poor,None,Telegram,Yes,Has Questions,Inactive,Positive,None,No,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
None,No,Yes,Yes,No,No,No,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,Many,Telegram,Low,Yes,Good,In-Person,Telegram,No,Has Questions,Inactive,Positive,Present,Yes,Yes,No,Urgent requirement for developer. Apply now with resume,0
None,Yes,None,Yes,None,Yes,None,Yes,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,Many,Indeed,Low,Yes,Good,Video,Call,No,Has Questions,Active,Positive,None,No,No,No,Hiring marketing executive with good comm skills and sales experience,0
Yes,Yes,No,None,No,No,No,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Active,None,Indeed,Realistic,Yes,Good,Video,Call,No,Has Questions,Active,None,Present,No,Yes,No,Looking for software engineer with 2+ years experience in python and django,0
No,Yes,Yes,None,None,Yes,Yes,No,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,None,Indeed,High,No,Poor,Phone,WhatsApp,Yes,Has Questions,Inactive,None,None,No,Yes,None,Frontend developer required - html css js,0
Yes,None,Yes,Yes,Yes,No,No,Yes,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Inactive,None,Naukri,Realistic,Yes,Poor,In-Person,Call,No,Has Questions,Inactive,Negative,None,Yes,No,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,None,No,No,No,None,None,No,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Inactive,Few,LinkedIn,High,No,Good,Phone,Email,Yes,Has Questions,Active,Negative,None,No,Yes,None,Urgent requirement for developer. Apply now with resume,0
None,Yes,None,No,None,Yes,No,None,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,None,Telegram,Realistic,Yes,Good,Video,Call,No,Has Questions,Inactive,None,Present,No,No,No,Looking for software engineer with 2+ years experience in python and django,0
No,No,No,None,None,No,None,Yes,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Active,Many,Naukri,Low,Yes,Good,In-Person,Telegram,No,Has Questions,Active,Positive,None,Yes,No,None,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,None,None,No,None,Yes,None,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Active,Many,Naukri,Low,Yes,Poor,In-Person,Email,No,Has Questions,Inactive,None,Present,Yes,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
No,No,No,No,Yes,None,None,None,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,None,LinkedIn,Low,No,Good,In-Person,WhatsApp,Yes,Has Questions,Inactive,None,Present,No,Yes,No,Frontend developer required - html css js,0
None,None,None,Yes,Yes,No,Yes,No,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Active,Few,Telegram,High,No,Good,None,WhatsApp,No,Has Questions,Inactive,None,Present,Yes,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,Yes,None,None,No,Yes,None,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Active,None,LinkedIn,Realistic,Yes,Good,Video,Email,No,Has Questions,Active,Positive,Present,Yes,Yes,None,Urgent requirement for developer. Apply now with resume,1
Yes,None,Yes,Yes,No,No,No,None,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Inactive,Many,LinkedIn,Low,Yes,Good,Video,WhatsApp,Yes,Has Questions,Inactive,Negative,Present,Yes,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,None,No,None,Yes,None,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Active,Many,WhatsApp,Realistic,No,Poor,In-Person,Telegram,No,Has Questions,Active,Negative,Present,Yes,None,Yes,Looking for software engineer with 2+ years experience in python and django,0
Yes,None,No,None,Yes,No,Yes,No,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Inactive,Many,LinkedIn,High,Yes,Poor,In-Person,WhatsApp,No,Has Questions,Active,Positive,Present,No,None,No,Job opening in finance. CA preferred. Salary competitive,1
None,None,Yes,Yes,Yes,None,No,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Active,Few,WhatsApp,High,Yes,Average,Video,WhatsApp,No,Has Questions,Inactive,Negative,None,No,No,None,Frontend developer required - html css js,0
No,None,None,No,Yes,Yes,No,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Few,Telegram,Realistic,Yes,Poor,In-Person,Call,No,Has Questions,Active,None,Present,Yes,No,None,Hiring marketing executive with good comm skills and sales experience,1
Yes,Yes,Yes,None,Yes,No,No,No,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,Many,Telegram,Low,Yes,Average,None,Telegram,No,Has Questions,Active,Positive,None,Yes,No,Yes,Frontend developer required - html css js,1
None,Yes,Yes,Yes,None,None,No,No,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Inactive,Few,Telegram,Low,No,Good,In-Person,Telegram,Yes,Has Questions,Inactive,Positive,Present,Yes,No,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,No,None,None,No,Yes,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Active,Few,Telegram,High,Yes,Average,None,Telegram,No,Has Questions,Inactive,Positive,None,No,None,None,Looking for software engineer with 2+ years experience in python and django,0
None,No,Yes,No,No,None,Yes,No,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Few,Indeed,Low,Yes,Poor,Video,Call,Yes,Has Questions,Active,Positive,None,No,No,No,Looking for software engineer with 2+ years experience in python and django,1
None,No,None,Yes,No,None,No,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,Few,LinkedIn,High,No,Average,Phone,Email,Yes,Has Questions,Active,None,Present,No,Yes,None,Urgent requirement for developer. Apply now with resume,0
None,No,Yes,None,None,No,Yes,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Many,Indeed,Realistic,Yes,Poor,Phone,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
No,None,None,Yes,Yes,No,None,None,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,Many,Naukri,Realistic,No,Good,Phone,Call,No,Has Questions,Inactive,Positive,Present,No,None,Yes,Urgent requirement for developer. Apply now with resume,0
No,None,None,No,Yes,Yes,No,Yes,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,Many,Indeed,Realistic,Yes,Poor,Video,Email,Yes,Has Questions,Active,Negative,Present,Yes,No,Yes,Looking for software engineer with 2+ years experience in python and django,1
